Word	[(Document,Count)
Feudalism	(8, 1) 
Magna	(8, 1) 
Carta	(8, 1) 
monasteries	(8, 1) 
cathedral	(8, 1) 
Papacy	(8, 1) 
Schism	(8, 2) 
1054	(8, 1) 
1095	(8, 1)  (10, 1) 
Urban	(8, 1)  (10, 1) 
crusade	(8, 1) 
occupying	(8, 1)  (9, 1) 
heretics	(8, 1) 
resurgent	(8, 1) 
recaptured	(8, 1) 
reconquered	(8, 1) 
Manzikert	(8, 1) 
sack	(8, 1) 
1204	(8, 1) 
Crusade	(8, 1)  (10, 2) 
1261	(8, 1) 
1453	(8, 1) 
Cuman	(8, 1) 
Kipchaks	(8, 1) 
safer	(8, 1) 
forested	(8, 3) 
Like	(8, 1) 
overrun	(8, 1) 
Mongols	(8, 2) 
Tatars	(8, 2) 
suzerainty	(8, 1) 
Horde	(8, 3) 
Crimea	(8, 1) 
dominions	(8, 1) 
Moldavia	(8, 1) 
Walachia	(8, 1) 
Previously	(8, 1) 
principality	(8, 1) 
overthrowing	(8, 1) 
Tsardom	(8, 1) 
Ivan	(8, 2) 
Terrible	(8, 1) 
1315	(8, 1) 
1317	(8, 1) 
1420	(8, 1) 
heaviest	(8, 1) 
afflicted	(8, 1) 
deadly	(8, 1) 
pandemics	(8, 1) 
induced	(8, 1) 
illustrated	(8, 2) 
Boccaccio	(8, 1) 
Decameron	(8, 1) 
1353	(8, 1) 
beggars	(8, 1) 
lepers	(8, 1) 
virulence	(8, 1) 
mortalities	(8, 1) 
epidemics	(8, 1) 
swept	(8, 1) 
Florence	(8, 1) 
forgotten	(8, 1) 
libraries	(8, 1)  (10, 1) 
flowering	(8, 1) 
patronage	(8, 1) 
royalty	(8, 1) 
Patrons	(8, 1) 
Medici	(8, 1) 
Florentine	(8, 1) 
bankers	(8, 1) 
quattrocento	(8, 1) 
cinquecento	(8, 1) 
Raphael	(8, 1) 
Michelangelo	(8, 1) 
Leonardo	(8, 1) 
Vinci	(8, 1) 
intrigue	(8, 1) 
popes	(8, 1) 
Avignon	(8, 1) 
rulership	(8, 1) 
schism	(8, 1) 
healed	(8, 1) 
1417	(8, 1) 
papacy	(8, 1) 
naval	(8, 1)  (9, 1) 
exploring	(8, 1) 
Exploration	(8, 1) 
tip	(8, 1) 
Vasco	(8, 1) 
Gama	(8, 1) 
Oceans	(8, 2) 
1498	(8, 1) 
westward	(8, 1) 
Spaniard	(8, 1) 
1522	(8, 1) 
armada	(8, 1) 
unsuccessfully	(8, 1) 
armadas	(8, 1) 
1517	(8, 1) 
theologian	(8, 1) 
Luther	(8, 1) 
nailed	(8, 1) 
Ninety	(8, 1) 
Theses	(8, 1) 
criticising	(8, 1) 
indulgences	(8, 1) 
door	(8, 1) 
excommunicated	(8, 1) 
papal	(8, 1) 
bull	(8, 1) 
Exsurge	(8, 1) 
Domine	(8, 1) 
1520	(8, 1) 
Diet	(8, 1) 
Worms	(8, 1) 
princes	(8, 1) 
plunder	(8, 1) 
finance	(8, 1)  (10, 1) 
1648	(8, 1)  (10, 1) 
crippled	(8, 1) 
aftermath	(8, 2) 
Westphalia	(8, 1) 
Vienna	(8, 3) 
1501	(8, 1) 
1700	(8, 2) 
Krewo	(8, 1) 
1385	(8, 1) 
hegemony	(8, 1) 
Polish	(8, 1) 
Lithuanian	(8, 2) 
Commonwealth	(8, 1)  (9, 6) 
devastation	(8, 1) 
Deluge	(8, 1) 
partitioned	(8, 1) 
disintegrating	(8, 1) 
khanates	(8, 1) 
Crimean	(8, 2) 
Nogai	(8, 2) 
Siberia	(8, 1) 
invention	(8, 2)  (10, 1) 
Copernicus	(8, 1) 
Kepler	(8, 1) 
Galileo	(8, 1) 
Newton	(8, 1) 
Barrett	(8, 1) 
1778	(8, 1) 
1783	(8, 1) 
Discontent	(8, 1) 
aristocracy	(8, 1) 
perished	(8, 2) 
encompass	(8, 1) 
collapsing	(8, 1) 
1815	(8, 3) 
Waterloo	(8, 1) 
Prussia	(8, 1) 
1848	(8, 1) 
1867	(8, 1) 
Austro	(8, 1) 
Hungarian	(8, 2) 
1871	(8, 1) 
unifications	(8, 1) 
Question	(8, 1) 
Russo	(8, 2)  (10, 1) 
1768	(8, 1) 
1774	(8, 1) 
seemed	(8, 1) 
imminent	(8, 1)  (9, 1) 
struggled	(8, 2) 
interests	(8, 2) 
benefit	(8, 1) 
preservation	(8, 1) 
Meanwhile	(8, 1) 
1804	(8, 1) 
Balkan	(8, 3) 
1913	(8, 1) 
Formal	(8, 1) 
Montenegro	(8, 1) 
Serbia	(8, 2) 
implementation	(8, 1) 
spheres	(8, 1) 
legalisation	(8, 1) 
Irish	(8, 2) 
depression	(8, 1)  (10, 2) 
Franz	(8, 1) 
assassinated	(8, 1) 
Yugoslav	(8, 2) 
Gavrilo	(8, 1) 
Princip	(8, 1) 
Entente	(8, 1) 
dead	(8, 2)  (10, 1) 
soldiers	(8, 1)  (9, 4)  (10, 2) 
mobilised	(8, 1)  (10, 1) 
threw	(8, 1) 
Tsarist	(8, 1) 
Finland	(8, 6) 
Estonia	(8, 3) 
Latvia	(8, 1) 
redrawn	(8, 3) 
Versailles	(8, 1) 
Excess	(8, 1) 
postwar	(8, 1)  (10, 1) 
Stalin	(8, 2) 
confiscations	(8, 1) 
kulaks	(8, 1) 
Gulags	(8, 1) 
Purge	(8, 1) 
NKVD	(8, 1) 
681	(8, 1) 
692	(8, 1) 
deported	(8, 1) 
exiled	(8, 1) 
Weimar	(8, 1) 
Austrian	(8, 1) 
1922	(8, 1) 
Mussolini	(8, 1) 
Atat	(8, 1) 
rk	(8, 1) 
adopting	(8, 1) 
incurred	(8, 1) 
havoc	(8, 1) 
Crash	(8, 1) 
1929	(8, 1) 
Helped	(8, 1) 
communism	(8, 2) 
Adolf	(8, 1) 
Hitler	(8, 2)  (10, 1) 
Saarland	(8, 1) 
Rhineland	(8, 1) 
1938	(8, 1) 
Anschluss	(8, 1) 
Agreement	(8, 1) 
Sudetenland	(8, 1) 
Czechoslovakia	(8, 2) 
remainder	(8, 1) 
Protectorate	(8, 1) 
Bohemia	(8, 1) 
Slovak	(8, 1) 
appeasement	(8, 1) 
Danzig	(8, 1) 
Soviets	(8, 2) 
Molotov	(8, 1) 
Ribbentrop	(8, 1) 
Narvik	(8, 1) 
encircle	(8, 1) 
Phoney	(8, 1) 
1940	(8, 2)  (10, 1) 
Barbarossa	(8, 1) 
staggering	(8, 1) 
Stalingrad	(8, 1) 
continual	(8, 1) 
fallback	(8, 1) 
Kursk	(8, 1) 
landings	(8, 1) 
refugees	(8, 1) 
displaced	(8, 1) 
eminence	(8, 1) 
Yalta	(8, 1) 
blocs	(8, 1) 
bloc	(8, 2) 
Winston	(8, 2) 
Churchill	(8, 2) 
Particular	(8, 1) 
whereby	(8, 1)  (10, 1) 
1954	(8, 1) 
crises	(8, 1) 
superpowers	(8, 1) 
locked	(8, 1) 
decolonisation	(8, 1) 
Mikhail	(8, 1) 
Gorbachev	(8, 1) 
Solidarity	(8, 1) 
Picnic	(8, 1) 
symbolic	(8, 1) 
Prague	(8, 1) 
Belarus	(8, 1) 
Vatican	(8, 1)  (10, 1) 
EEC	(8, 1) 
Coal	(8, 1) 
Steel	(8, 1) 
Euratom	(8, 1) 
economical	(8, 1) 
steeply	(8, 1) 
escalated	(8, 1) 
refugee	(8, 1) 
consist	(8, 1) 
descends	(8, 1) 
Alps	(8, 3) 
Carpathians	(8, 3) 
hilly	(8, 1) 
uplands	(8, 2) 
lowland	(8, 1) 
arc	(8, 2) 
begins	(8, 1) 
continues	(8, 1) 
fjord	(8, 1) 
spine	(8, 1) 
Norway	(8, 2) 
basins	(8, 1) 
complicate	(8, 1) 
unto	(8, 1) 
upland	(8, 1) 
rising	(8, 2)  (10, 1) 
prevailing	(8, 2) 
westerlies	(8, 1) 
comparison	(8, 1)  (10, 1) 
Stream	(8, 4) 
warmer	(8, 2) 
carries	(8, 1) 
warms	(8, 1) 
westerly	(8, 1) 
Calgary	(8, 2) 
Irkutsk	(8, 2) 
masses	(8, 2) 
equalise	(8, 1) 
Adriatic	(8, 1) 
colder	(8, 2) 
gets	(8, 1) 
64th	(8, 1) 
60th	(8, 1) 
55th	(8, 1)  (9, 1) 
45th	(8, 1) 
40th	(8, 1) 
None	(8, 2) 
approximate	(8, 1) 
longitude	(8, 1) 
coldest	(8, 3) 
hottest	(8, 1) 
Edinburgh	(8, 1) 
Belgrade	(8, 2) 
farther	(8, 1) 
Geology	(8, 1) 
geological	(8, 3) 
Fennoscandia	(8, 2) 
craton	(8, 2) 
Volgo	(8, 1) 
Uralia	(8, 1) 
shield	(8, 1) 
Baltica	(8, 5) 
supercontinent	(8, 1) 
Columbia	(8, 3) 
Arctica	(8, 1) 
Laurentia	(8, 3) 
Rodinia	(8, 1) 
resplitting	(8, 1) 
440	(8, 1) 
Euramerica	(8, 1) 
Gondwana	(8, 2) 
Pangea	(8, 1) 
Laurasia	(8, 2) 
widening	(8, 1) 
afterwards	(8, 1) 
persisted	(8, 1) 
interchange	(8, 1) 
Tertiary	(8, 1) 
geology	(8, 2) 
hugely	(8, 1) 
Highlands	(8, 1) 
dichotomy	(8, 1) 
highland	(8, 1) 
underwater	(8, 1) 
halves	(8, 1) 
delimited	(8, 1) 
submerging	(8, 1) 
Celtic	(8, 3) 
Barents	(8, 1) 
geologically	(8, 1) 
peripheral	(8, 1) 
fragments	(8, 1) 
microcontinent	(8, 1) 
Avalonia	(8, 1) 
Flora	(8, 1) 
profoundly	(8, 1) 
untouched	(8, 1) 
wilderness	(8, 1) 
favourable	(8, 2) 
Drift	(8, 1) 
ridges	(8, 1) 
Dinarides	(8, 1) 
Apennines	(8, 1) 
falls	(8, 1) 
Few	(8, 1) 
corners	(8, 1) 
grazed	(8, 1) 
disruption	(8, 1) 
ecosystems	(8, 1) 
Possibly	(8, 1) 
stretched	(8, 1) 
deforestation	(8, 3) 
broadleaf	(8, 2) 
taiga	(8, 4) 
Cork	(8, 1) 
oak	(8, 2) 
slowed	(8, 1) 
monoculture	(8, 1) 
plantations	(8, 2) 
conifers	(8, 1) 
quicker	(8, 1) 
poorer	(8, 1) 
dwelling	(8, 1) 
dominate	(8, 1)  (10, 1) 
beech	(8, 1) 
spruce	(8, 1) 
pine	(8, 1) 
birch	(8, 1) 
tundra	(8, 1) 
Cypress	(8, 1) 
scrub	(8, 1) 
tongue	(8, 1) 
grassland	(8, 1) 
westwards	(8, 1) 
traverses	(8, 1) 
Glaciation	(8, 1) 
predator	(8, 2) 
hunted	(8, 1) 
woolly	(8, 1) 
mammoth	(8, 1) 
wolves	(8, 1) 
carnivores	(8, 1) 
omnivores	(8, 1) 
endangered	(8, 1) 
hunting	(8, 1) 
withdraw	(8, 1) 
inaccessible	(8, 1) 
sufficient	(8, 1)  (10, 1) 
brown	(8, 3) 
persist	(8, 1) 
etc	(8, 2) 
marginalised	(8, 1) 
Svalbard	(8, 2) 
wolf	(8, 1) 
handful	(8, 1) 
packs	(8, 1) 
cat	(8, 1) 
foxes	(8, 1) 
fox	(8, 1) 
jackal	(8, 1) 
martens	(8, 1) 
hedgehogs	(8, 1) 
snakes	(8, 2) 
vipers	(8, 1) 
grass	(8, 1) 
owls	(8, 1) 
hawks	(8, 1) 
prey	(8, 1) 
Important	(8, 2) 
herbivores	(8, 1) 
snails	(8, 1) 
larvae	(8, 1) 
rodents	(8, 1) 
deer	(8, 2) 
roe	(8, 1) 
boars	(8, 1) 
marmots	(8, 1) 
steinbocks	(8, 1) 
chamois	(8, 1) 
insects	(8, 1) 
tortoiseshell	(8, 1) 
butterfly	(8, 1) 
biodiversity	(8, 1) 
dwarf	(8, 2) 
hippos	(8, 1) 
elephants	(8, 1) 
creatures	(8, 1) 
phytoplankton	(8, 1) 
zooplankton	(8, 1) 
molluscs	(8, 1) 
echinoderms	(8, 1) 
crustaceans	(8, 1) 
squids	(8, 1) 
octopuses	(8, 1) 
dolphins	(8, 1) 
whales	(8, 1) 
Bern	(8, 1) 
substantially	(8, 2) 
sponsoring	(8, 1) 
counterpart	(8, 1) 
politico	(8, 1) 
Nordic	(8, 1) 
Benelux	(8, 1) 
Visegr	(8, 1) 
dependencies	(8, 1) 
county	(8, 1) 
Dependencies	(8, 1) 
Not	(8, 1) 
matters	(8, 1)  (9, 1) 
Heligoland	(8, 1) 
assets	(8, 2)  (10, 1) 
precrisis	(8, 1) 
richer	(8, 1) 
tend	(8, 1)  (10, 1) 
breakup	(8, 1) 
Yugoslavia	(8, 1) 
Blue	(8, 2) 
Banana	(8, 2) 
Star	(8, 1)  (9, 1) 
Suez	(8, 1) 
Nineteen	(8, 1) 
disparity	(8, 1) 
185	(8, 1) 
829	(8, 1) 
659	(8, 1) 
767	(8, 1) 
assessment	(8, 1) 
Capitalism	(8, 1) 
industrialise	(8, 1) 
Economies	(8, 1) 
ruin	(8, 1) 
regained	(8, 1) 
staged	(8, 1) 
modernisation	(8, 1) 
miracle	(8, 1) 
Mutual	(8, 1) 
Assistance	(8, 1) 
COMECON	(8, 2) 
Marshall	(8, 1) 
providing	(8, 1) 
resurrecting	(8, 1) 
Reunification	(8, 1) 
rebuild	(8, 1) 
currencies	(8, 1) 
Figures	(8, 1) 
Eurostat	(8, 1) 
gone	(8, 1) 
742	(8, 1) 
Population	(8, 1)  (10, 2) 
Prospects	(8, 1) 
microstate	(8, 1) 
Pfeil	(8, 1) 
2050	(8, 1) 
556	(8, 1) 
777	(8, 1) 
variants	(8, 1) 
disparities	(8, 1) 
bearing	(8, 1) 
predicts	(8, 1) 
IOM	(8, 1) 
EU27	(8, 1) 
decrease	(8, 1)  (10, 1) 
707	(8, 1) 
825	(8, 1) 
EU28	(8, 1) 
settlers	(8, 2) 
predominates	(8, 1) 
majorities	(8, 1) 
Pr	(8, 1) 
ncipe	(8, 1) 
Africans	(8, 1) 
Russians	(8, 1)  (10, 1) 
225	(8, 1) 
Moldova	(8, 1) 
Latvian	(8, 1) 
Gaelic	(8, 1) 
Manx	(8, 1) 
Cornish	(8, 1) 
Breton	(8, 1) 
Armenian	(8, 1) 
Uralic	(8, 1) 
Estonian	(8, 1) 
Finnish	(8, 1) 
Erzya	(8, 1) 
Komi	(8, 1) 
Mari	(8, 1) 
Moksha	(8, 1) 
Udmurt	(8, 1) 
Azerbaijani	(8, 1) 
Gagauz	(8, 1) 
Bashkir	(8, 1) 
Chuvash	(8, 1) 
Tatar	(8, 2) 
Karachay	(8, 1) 
Balkar	(8, 1) 
Kumyk	(8, 1) 
Kartvelian	(8, 1) 
Georgian	(8, 1) 
Mingrelian	(8, 1) 
Svan	(8, 1) 
Caucasian	(8, 2) 
Chechen	(8, 1) 
Avar	(8, 1) 
Lezgin	(8, 1) 
Adyghe	(8, 1) 
Maltese	(8, 1) 
isolate	(8, 1) 
Multilingualism	(8, 1) 
Framework	(8, 1) 
Minorities	(8, 1) 
Charter	(8, 1) 
patron	(8, 1) 
saints	(8, 1) 
venerated	(8, 1) 
Paul	(8, 2) 
Cyril	(8, 1) 
Methodius	(8, 1) 
Bridget	(8, 1) 
Catherine	(8, 1) 
Siena	(8, 1) 
Benedicta	(8, 1) 
Edith	(8, 1) 
Stein	(8, 1) 
Nursia	(8, 1) 
Patron	(8, 1) 
denominations	(8, 3) 
Lutheranism	(8, 1) 
Anglicanism	(8, 1) 
Reformed	(8, 1) 
Anabaptists	(8, 1) 
Pentecostalism	(8, 1) 
Adventism	(8, 1) 
Methodism	(8, 2) 
Baptists	(8, 2) 
notion	(8, 1) 
intimately	(8, 1) 
attribute	(8, 1) 
guiding	(8, 1) 
concentrated	(8, 1)  (9, 1) 
Albania	(8, 1) 
Hinduism	(8, 1) 
Kalmykia	(8, 1) 
Neopaganism	(8, 1) 
Wicca	(8, 1) 
Druidry	(8, 1) 
agnostic	(8, 1) 
Petersburg	(8, 2) 
belts	(8, 1) 
Ruhr	(8, 1) 
Rhein	(8, 1) 
overlapping	(8, 2)  (10, 1) 
folklores	(8, 1) 
Strasbourg	(8, 1) 
contacts	(8, 1) 
mixtures	(8, 1) 
minimal	(8, 1)  (10, 1) 
distances	(8, 1) 
Different	(8, 1) 
aim	(8, 1) 
closer	(8, 1) 
Gastronomy	(8, 1) 
Sources	(8, 1) 
Washington	(8, 1) 
DC	(8, 1) 
7922	(8, 1) 
3695	(8, 1) 
Bulliet	(8, 1) 
Crossley	(8, 1) 
Pamela	(8, 1) 
Headrick	(8, 1) 
Hirsch	(8, 1) 
Lyman	(8, 1) 
Brief	(8, 1) 
Edition	(8, 1) 
Vol	(8, 1) 
Cengage	(8, 1) 
Learning	(8, 1) 
495	(8, 1) 
91311	(8, 1) 
Stephen	(8, 1) 
Anatolios	(8, 1) 
Khaled	(8, 1) 
Palmer	(8, 1) 
Brien	(8, 1) 
Joanne	(8, 1) 
Infobase	(8, 1) 
60413	(8, 1) 
Laiou	(8, 1) 
Angeliki	(8, 1) 
Morisson	(8, 1) 
cile	(8, 1) 
Cambridge	(8, 4) 
521	(8, 2) 
84978	(8, 1) 
Pounds	(8, 1) 
Norman	(8, 1) 
Greville	(8, 1) 
22379	(8, 1) 
Gazetteer	(8, 1) 
Online	(8, 2) 
Introducing	(8, 1) 
Lonely	(8, 1) 
Planet	(8, 1) 
Travel	(8, 1) 
Guides	(8, 1) 
InformationHistorical	(8, 1) 
Borders	(8, 1) 
3000BC	(8, 1) 
Geacron	(8, 1) 
PA	(9, 7) 
Tagalog	(9, 1) 
Hukbong	(9, 1) 
Katihan	(9, 1) 
Pilipinas	(9, 1) 
literal	(9, 2) 
Filipinas	(9, 1) 
AFP	(9, 6) 
Moro	(9, 2) 
Commanding	(9, 2) 
Headquarters	(9, 9) 
HPA	(9, 1) 
Fort	(9, 5) 
Andres	(9, 2) 
Metro	(9, 1) 
Background	(9, 1) 
oppressive	(9, 1) 
friar	(9, 1) 
Katipunan	(9, 2) 
insurgents	(9, 1)  (10, 2) 
1897	(9, 1) 
Katipuneros	(9, 1) 
Aguinaldo	(9, 3) 
Tejeros	(9, 1) 
PRA	(9, 7) 
Artemio	(9, 1) 
Ricarte	(9, 1) 
Biak	(9, 2) 
Bato	(9, 2) 
arm	(9, 2) 
Macabulos	(9, 1) 
rekindled	(9, 1) 
lull	(9, 1) 
1902	(9, 2) 
Shortly	(9, 1) 
erupted	(9, 1) 
nascent	(9, 1) 
disbanding	(9, 1) 
successes	(9, 1) 
Filipino	(9, 8) 
Macabebe	(9, 1) 
Scouts	(9, 7) 
cavalry	(9, 2) 
squadron	(9, 1) 
Theodore	(9, 1) 
Roosevelt	(9, 2) 
sanctioned	(9, 1) 
PS	(9, 2) 
Earlier	(9, 1) 
Constabulary	(9, 8) 
PC	(9, 2) 
gendarmerie	(9, 1) 
suppressing	(9, 1) 
hostile	(9, 1) 
units	(9, 25) 
inclusive	(9, 1) 
Scout	(9, 3) 
soldier	(9, 1) 
revitalized	(9, 1) 
Guard	(9, 2) 
Expeditionary	(9, 3) 
die	(9, 1)  (10, 1) 
Private	(9, 1) 
Tomas	(9, 2) 
Mateo	(9, 1) 
Chateau	(9, 1) 
Memorial	(9, 1) 
Morong	(9, 1) 
Rizal	(9, 2) 
honor	(9, 1)  (10, 1) 
WWI	(9, 1) 
deactivated	(9, 1) 
1921	(9, 1) 
Interwar	(9, 1) 
semimilitary	(9, 1) 
privately	(9, 1) 
act	(9, 3)  (10, 1) 
specified	(9, 1) 
insofar	(9, 1) 
practicable	(9, 1) 
grades	(9, 1) 
lieutenant	(9, 1) 
holders	(9, 1) 
Quezon	(9, 1) 
MacArthur	(9, 4) 
Field	(9, 13) 
Marshal	(9, 1) 
evolve	(9, 1) 
rebirth	(9, 1) 
effected	(9, 1) 
forth	(9, 2) 
organizational	(9, 3) 
procedures	(9, 2) 
mobilization	(9, 2) 
cadres	(9, 1) 
instructors	(9, 3) 
Division	(9, 21) 
detailed	(9, 1) 
inspection	(9, 1) 
instruction	(9, 2) 
Infantry	(9, 26) 
artillery	(9, 8) 
vicinity	(9, 1) 
Stotsenburg	(9, 2) 
Angeles	(9, 1) 
specialized	(9, 1) 
McKinley	(9, 1) 
Subic	(9, 2) 
supplied	(9, 1) 
Corregidor	(9, 4) 
USAFFE	(9, 4) 
Franklin	(9, 1) 
Presidential	(9, 3) 
Fed	(9, 1) 
Reg	(9, 1) 
3825	(9, 1) 
mobilized	(9, 2)  (10, 1) 
inducted	(9, 1) 
protecting	(9, 1)  (10, 1) 
Jhun	(9, 1) 
Oahu	(9, 1) 
Luzon	(9, 7) 
Wainwright	(9, 1) 
activated	(9, 2) 
Brig	(9, 1) 
Gen	(9, 1) 
Parker	(9, 1)  (10, 2) 
Visayan	(9, 2) 
Mindanao	(9, 2) 
Sharp	(9, 1) 
61st	(9, 1) 
Divisions	(9, 4) 
regiments	(9, 3) 
Reserve	(9, 2) 
41st	(9, 1) 
51st	(9, 2) 
71st	(9, 1) 
equipment	(9, 3) 
Renault	(9, 1) 
FT	(9, 1) 
prewar	(9, 1)  (10, 1) 
75mm	(9, 1) 
SPM	(9, 1) 
manned	(9, 1) 
Canon	(9, 3) 
155	(9, 2) 
mm	(9, 2) 
GPF	(9, 1) 
mod	(9, 2) 
le	(9, 2) 
Schneider	(9, 1) 
Gun	(9, 1) 
M1917	(9, 3) 
inch	(9, 2) 
QF	(9, 1) 
gun	(9, 7) 
pounder	(9, 1) 
Stokes	(9, 1) 
Mortar	(9, 1) 
Brandt	(9, 1) 
mle	(9, 1) 
Infanterie	(9, 1) 
TRP	(9, 1) 
M2	(9, 1) 
Browning	(9, 4) 
machine	(9, 3) 
M1919	(9, 1) 
M1918	(9, 1) 
Automatic	(9, 1) 
Rifle	(9, 1) 
Enfield	(9, 1) 
rifle	(9, 2) 
M1903	(9, 1) 
Springfield	(9, 1) 
Thompson	(9, 1) 
submachine	(9, 1) 
M1911	(9, 1) 
pistol	(9, 1) 
Bataan	(9, 1) 
Defending	(9, 1) 
Defenses	(9, 1) 
Bays	(9, 1) 
Marine	(9, 1) 
Regiment	(9, 11) 
1942	(9, 3)  (10, 1) 
marched	(9, 1) 
streets	(9, 1) 
incarceration	(9, 1) 
Intramuros	(9, 1) 
Bilibid	(9, 1) 
Prison	(9, 1) 
Muntinlupa	(9, 1) 
evaded	(9, 1) 
confinement	(9, 1) 
hid	(9, 1) 
jungle	(9, 1) 
Every	(9, 1)  (10, 1) 
dozen	(9, 1) 
Huks	(9, 2) 
willing	(9, 1) 
trust	(9, 1) 
collaborators	(9, 1) 
liberation	(9, 3) 
aided	(9, 1) 
Osme	(9, 1) 
Basilio	(9, 1) 
Valdes	(9, 1) 
Tacloban	(9, 1) 
Leyte	(9, 1) 
Kempeitai	(9, 1) 
Makapili	(9, 1) 
Osmena	(9, 1) 
cabinet	(9, 1) 
reorganized	(9, 2) 
midnight	(9, 1) 
168	(9, 1) 
Roxas	(9, 1) 
things	(9, 1) 
reformation	(9, 1) 
fifties	(9, 1) 
sixties	(9, 1) 
torn	(9, 1) 
Battalion	(9, 26) 
Combat	(9, 4) 
BCTs	(9, 2) 
50s	(9, 1) 
infantry	(9, 7) 
battalions	(9, 3) 
Formed	(9, 1) 
Ranger	(9, 2) 
airborne	(9, 2) 
Airborne	(9, 3) 
Berets	(9, 1) 
liberate	(9, 1) 
closing	(9, 1) 
rebellions	(9, 1) 
Operations	(9, 4) 
Command	(9, 8) 
Armor	(9, 9) 
Disengagement	(9, 1) 
Observer	(9, 1) 
Golan	(9, 1) 
Heights	(9, 1) 
Mission	(9, 1) 
Timor	(9, 1) 
aviation	(9, 4) 
rocket	(9, 1) 
battery	(9, 3) 
missile	(9, 1) 
Rank	(9, 1) 
Enlisted	(9, 1) 
Lieutenant	(9, 3) 
armor	(9, 2) 
brigades	(9, 5) 
Archipelago	(9, 1) 
Leadership	(9, 1) 
Marcos	(9, 1) 
Undersecretary	(9, 1) 
Jose	(9, 2) 
OIC	(9, 1) 
Adviser	(9, 2) 
Clarita	(9, 1) 
Felix	(9, 1) 
Bartolome	(9, 1) 
Bacarro	(9, 1) 
Romeo	(9, 1) 
Brawner	(9, 1) 
Regular	(9, 1) 
Units	(9, 1) 
Cavalry	(9, 13) 
Artillery	(9, 18) 
Signalling	(9, 1) 
Engineering	(9, 2) 
Medical	(9, 4) 
Ordinance	(9, 2) 
Quartermaster	(9, 2) 
Finance	(9, 3) 
Adjutant	(9, 2) 
Corps	(9, 7) 
Engineers	(9, 1) 
Signal	(9, 2) 
Commands	(9, 2) 
commands	(9, 1) 
Doctrine	(9, 1) 
reorganised	(9, 1) 
TRADOC	(9, 1) 
Installation	(9, 1) 
Management	(9, 1)  (10, 1) 
Provisional	(9, 1) 
Unified	(9, 1) 
Tabak	(9, 1) 
Jungle	(9, 1) 
Fighter	(9, 1) 
Spearhead	(9, 1) 
Troopers	(9, 1) 
Kampilan	(9, 1) 
Kaugnay	(9, 1) 
Storm	(9, 1) 
Trooper	(9, 1) 
Spear	(9, 1) 
Alakdan	(9, 1) 
Arms	(9, 1) 
Brigade	(9, 10) 
deployment	(9, 2)  (10, 1) 
maneuver	(9, 2) 
Aegis	(9, 1) 
Mechanized	(9, 10) 
mechanized	(9, 3) 
squadrons	(9, 1) 
armored	(9, 1) 
reconnaissance	(9, 2) 
Pambato	(9, 1) 
Maasahan	(9, 1) 
Magbalantay	(9, 1) 
Tank	(9, 1) 
Masikan	(9, 1) 
Lakan	(9, 1) 
Makasag	(9, 1) 
Makatarungan	(9, 1) 
Kalasag	(9, 1) 
Kaagapay	(9, 2) 
Salaknib	(9, 1) 
Tagapanguna	(9, 1) 
Squadron	(9, 3) 
Masigasig	(9, 1) 
Rapido	(9, 1) 
Company	(9, 9) 
Tagapaglingkod	(9, 1) 
Katapangan	(9, 1) 
Karangalan	(9, 1) 
Kasangga	(9, 1) 
Paghiliugyon	(9, 1) 
Masasanigan	(9, 1) 
Maintenance	(9, 1) 
Masinop	(9, 1) 
AAR	(9, 1) 
155mm	(9, 3) 
Propelled	(9, 3) 
Battery	(9, 7) 
Multiple	(9, 2) 
Launch	(9, 2) 
1MLRS	(9, 1) 
Btry	(9, 5) 
2MLRS	(9, 1) 
Missile	(9, 1) 
1LBMS	(9, 1) 
1ADA	(9, 1) 
2ADA	(9, 1) 
mobility	(9, 1)  (10, 1) 
Engineer	(9, 9) 
52nd	(9, 1) 
54th	(9, 1) 
Sarangay	(9, 1) 
545th	(9, 1) 
Peaceseeker	(9, 1) 
547th	(9, 1) 
549th	(9, 1) 
Kapayapaan	(9, 1) 
Primemover	(9, 1) 
Provider	(9, 1) 
Aviation	(9, 2) 
evacuation	(9, 1) 
undergoing	(9, 1) 
upgrades	(9, 1) 
Hiraya	(9, 1) 
logistics	(9, 1) 
intelligence	(9, 1) 
ordinance	(9, 1) 
disposal	(9, 1) 
signalling	(9, 1) 
Logistics	(9, 1) 
191st	(9, 1) 
Explosive	(9, 1) 
Ordnance	(9, 1) 
Disposal	(9, 1) 
Tagapaglaan	(9, 1) 
escort	(9, 1) 
dental	(9, 1) 
Band	(9, 2) 
Nurse	(9, 1) 
Dental	(9, 1) 
Escort	(9, 1) 
Kahusayan	(9, 1) 
Veterinary	(9, 1) 
Judge	(9, 1) 
Advocate	(9, 1) 
Professors	(9, 1) 
Chaplain	(9, 1) 
SOCOM	(9, 2) 
Reaction	(9, 1) 
Bases	(9, 1) 
Equipment	(9, 1) 
fulfill	(9, 1) 
underway	(9, 1) 
7898	(9, 1) 
uphold	(9, 1) 
preserve	(9, 1)  (10, 1) 
patrimony	(9, 1) 
amended	(9, 1) 
satisfied	(9, 1) 
department	(9, 1) 
procures	(9, 1) 
Trota	(9, 1) 
Ateneo	(9, 1) 
971	(9, 1) 
081	(9, 1) 
Archived	(9, 1) 
paramilitary	(10, 1) 
mercenaries	(10, 1) 
